qualità;Titolo;Prezzo;Vitigno;Alcol_x;Categoria;DOC_DOCG;Anno;Colore;PH;Accidità;Alcol_y;Babo;ph_1;babo_1;alchol1;acidita1;ph_2;babo_2;alchol2;acidita2;ph_3;babo_3;alchol3;acidita3;ZONA VITICOLA;N. Vignetti campione;Classe;Data Racolta;Um.Med (%);Temp Med (°C);Precipitazioni(mm);Bagnatura fogliare(min)
95;Giulia Negri 2016 Marassio (Barolo);125;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
95;Poderi Luigi Einaudi 2016 Bussia (Barolo);138;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
95;G D Vajra 2016 Bricco delle Viole (Barolo);90;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
95;Bruna Grimaldi 2016 Camilla (Barolo);60;NEBBIOLO;15.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
95;Rivetto 2016 del Comune di Serralunga d'Alba (Barolo);45;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
95;Fontanafredda 2016 Vigna La Rosa (Barolo);110;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
95;Massolino 2016 Parussi (Barolo);107;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
95;Pio Cesare 2016 Mosconi (Barolo);160;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
95;Ascheri 2016 Sorano (Barolo);100;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
95;Luigi Baudana 2016 Baudana (Barolo);90;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;G D Vajra 2016 Coste di Rose (Barolo);75;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Palladino 2016 Ornato (Barolo);71;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Giacomo Fenocchio 2016 Cannubi (Barolo);68;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Mauro Veglio 2016 Gattera (Barolo);60;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Curto 2016 La Foia (Barolo);65;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Giacomo Fenocchio 2016 Castellero (Barolo);58;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Ascheri 2016 Ascheri (Barolo);120;NEBBIOLO;15.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Dosio 2016 Serradenari (Barolo);35;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Oddero 2016 Brunate (Barolo);120;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;G D Vajra 2016 Albe (Barolo);40;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Fratelli Alessandria 2016 Barolo;55;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Ascheri 2016 Pisapola (Barolo);75;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Fratelli Alessandria 2016 San Lorenzo di Verduno (Barolo);74;NEBBIOLO;15.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Pio Cesare 2016 Ornato (Barolo);130;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Borgogno F.lli Serio e Battista 2016 Barolo;35;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Damilano 2016 Brunate (Barolo);60;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Dosio 2016 Fossati (Barolo);40;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Oddero 2016 Villero (Barolo);70;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Alberto Voerzio 2016 La Serra (Barolo);80;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
94;Ceretto 2016 Brunate (Barolo);165;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Cascina Chicco 2016 Rocche di Castelletto (Barolo);60;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Chionetti 2016 Bussia Vigna Pianpolvere (Barolo);130;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Schiavenza 2016 Broglio (Barolo);50;NEBBIOLO;15.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Cordero di Montezemolo 2016 Gattera (Barolo);85;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Curto 2016 Arborina (Barolo);90;NEBBIOLO;15.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Franco Conterno 2016 Pietrin (Barolo);30;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Giacomo Fenocchio 2016 Bussia (Barolo);58;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Brezza 2016 Castellero (Barolo);59;NEBBIOLO;15.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Marcarini 2016 del Comune di La Morra (Barolo);98;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Luigi Baudana 2016 del Comune di Serralunga d'Alba (Barolo);59;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Ettore Germano 2016 Cerretta (Barolo);70;NEBBIOLO;15.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Bovio 2016 Parussi (Barolo);71;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Diego Pressenda La Torricella 2016 Bricco San Pietro (Barolo);75;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Sordo 2016 Rocche di Castiglione (Barolo);65;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Marchesi di Barolo 2016 Sarmassa (Barolo);85;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Ceretto 2016 Prapò (Barolo);165;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Comm. G. B. Burlotto 2016 Cannubi (Barolo);104;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Cagliero 2016 Terlo (Barolo);40;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Brandini 2016 del Comune di La Morra (Barolo);50;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Prunotto 2016 Barolo;60;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Mauro Veglio 2016 Barolo;40;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Mauro Veglio 2016 Castelletto (Barolo);60;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Giulia Negri 2016 La Tartufaia (Barolo);60;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Rocche Costamagna 2016 Rocche dell'Annunziata (Barolo);55;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Paola Sordo 2016 Rocche di Castiglione (Barolo);50;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
93;Schiavenza 2016 Prapò (Barolo);60;NEBBIOLO;15.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Ascheri 2016 Barolo;50;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Marengo 2016 Bricco delle Viole (Barolo);40;NEBBIOLO;15.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Agostino Bosco 2016 La Serra (Barolo);60;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Bovio 2016 Gattera (Barolo);67;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Poderi Luigi Einaudi 2016 Ludo (Barolo);55;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Ca' Viola 2016 Sottocastello di Novello (Barolo);68;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Sordo 2016 Monprivato (Barolo);80;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Damilano 2016 Cannubi (Barolo);85;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Ceretto 2016 Bussia (Barolo);165;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Oddero 2016 Rocche di Castiglione (Barolo);87;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Ceretto 2016 Barolo;70;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Gregorio Gitti 2016 Castello di Perno (Barolo);60;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Agostino Bosco 2016 Neirane (Barolo);50;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Damilano 2016 Lecinquevigne (Barolo);65;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Paola Sordo 2016 Monvigliero (Barolo);50;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Sordo 2016 Monvigliero (Barolo);65;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;L'Astemia Pentita 2016 Terlo (Barolo);100;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Bovio 2016 Arborina (Barolo);62;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Bovio 2016 Rocchettevino (Barolo);59;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Cordero di Montezemolo 2016 Enrico VI (Barolo);100;NEBBIOLO;15.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Attilio Ghisolfi 2016 Bussia (Barolo);70;NEBBIOLO;15.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Negretti 2016 Mirau (Barolo);70;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Ceretto 2016 Bricco Rocche (Barolo);300;NEBBIOLO;14.0;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Sordo 2016 Parussi (Barolo);65;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Sara Vezza 2016 Barolo;70;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Diego Pressenda La Torricella 2016 Le Coste di Monforte (Barolo);75;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Massolino 2016 del Comune di Serralunga d'Alba (Barolo);55;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Marrone 2016 Bussia (Barolo);100;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
92;Garesio 2016 del Comune di Serralunga d'Alba (Barolo);63;NEBBIOLO;14.5;Rosso;Barolo;2016;Rosso;3.18;7.1;15.2;21.9;3.03;20.1;13.4;9.0;3.07;20.6;14.1;8.0;3.14;21.6;14.3;7.5;Langhe;15.0;OTTIMO;05/10/2016;76.0;19.0;2.0;313.0
